,title,jobFunction,industry
5795,Local and Foreign Procurement Specialist,['Purchasing/Procurement'],"['Information Technology Services', 'Manufacturing', 'Banking']"
4254,Admin Assistant,['Administration'],"['Engineering Services', 'Apparel and Fashion', 'Information Technology Services']"
1981,Senior Accountant,['Accounting/Finance'],['Computer Software']
3495,Flight Engineer Mi-8/17 Helicopter,['Engineering - Other'],"['Engineering Services', 'Airlines/Aviation', 'Aerospace and Defense']"
4867,Customer Care Support Agent,['Customer Service/Support'],['Information Technology Services']
970,Digital Marketing Entrepreneur In Turkey-GE,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising', 'Creative/Design/Art']","['Market Research', 'Marketing and Advertising', 'Graphic Design']"
794,Incident Management Engineer,"['Engineering - Telecom/Technology', 'Customer Service/Support']","['Engineering Services', 'Computer Networking', 'Information Technology Services']"
730,Senior Graphic Designer,"['Creative/Design/Art', 'Marketing/PR/Advertising']",['Marketing and Advertising']
2357,Branch Coordinator,"['Education/Teaching', 'Business Development', 'Administration']","['Healthcare and Medical Services', 'Training and Coaching', 'Education']"
2119,Banking Business Analyst,"['IT/Software Development', 'Banking', 'Analyst/Research']",['Computer Software']
8988,Odoo Consultant,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
9480,Electrical Engineer,['Engineering - Mechanical/Electrical'],"['Engineering Services', 'Computer Software']"
2574,Senior Software Developer - Front-End,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Computer Software']"
9518,Front Desk Officer,"['Customer Service/Support', 'Administration']",['Education']
3118,Social Media Specialist,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['Marketing and Advertising', 'Research', 'Business Services - Other']"
3533,Senior .NET Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
9032,OD Specialist,['Human Resources'],['Healthcare and Medical Services']
10608,Sales Representative - Outdoor (All Governorates),"['Medical/Healthcare', 'Sales/Retail']",['Healthcare and Medical Services']
3290,Project Coordinator,['Project/Program Management'],"['Human Resources', 'Computer Software']"
704,Front-End Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
5143,Outdoor Sales Representative - Alexandria,['Sales/Retail'],['Marketing and Advertising']
5629,Marketing Engineer,"['Engineering - Construction/Civil/Architecture', 'Marketing/PR/Advertising']",['Manufacturing']
7076,Software Engineer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Networking', 'Computer Software']"
245,Internship - Business Development Intern,['Business Development'],['Information Technology Services']
8341,Foreign English Teacher,['Education/Teaching'],['Education']
4457,Electrical Engineer - Fire Alarm,['nan'],"['Engineering Services', 'Construction - Residential & Commercial/Office', 'Construction - Industrial Facilities and Infrastructure']"
1078,Sales / Customer Service Agent,"['Customer Service/Support', 'Sales/Retail']","['Consumer Services', 'Marketing and Advertising', 'Accounting and Auditing Services']"
8426,Sales Automation Engineer,"['Engineering - Mechanical/Electrical', 'Sales/Retail']",['Information Technology Services']
3233,Senior .Net Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Internet/E-commerce', 'Marketing and Advertising']"
4718,Maintenance Engineer,"['Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical']",['Manufacturing']
1373,Senior System Analyst,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer and Network Security']"
7484,Junior .NET Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Internet/E-commerce', 'Computer Software', 'Telecommunications']"
1608,Mid Senior Web Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Graphic Design', 'Computer Software', 'Information Technology Services']"
7699,Site Engineer - Finishes / Fit Out,"['Project/Program Management', 'Engineering - Construction/Civil/Architecture']",['Construction - Residential & Commercial/Office']
2020,Software Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
3668,Technical Support Engineer,"['Engineering - Telecom/Technology', 'Customer Service/Support', 'IT/Software Development']","['Computer Software', 'Information Technology Services']"
1111,Unity Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Graphic Design', 'Computer Games', 'Computer Software']"
9321,Medical Content Quality Control Specialist - Alexandria,"['Pharmaceutical', 'Quality', 'Medical/Healthcare']","['Marketing and Advertising', 'Healthcare and Medical Services', 'Pharmaceuticals']"
2919,I&C Maintenance Manager,"['Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical']","['Consumer Electronics', 'Manufacturing']"
4335,Mechanical Engineer - Fire Fighting,['nan'],"['Engineering Services', 'Construction - Residential & Commercial/Office', 'Construction - Industrial Facilities and Infrastructure']"
3329,CEO Personal Assistant,['Administration'],['Computer Software']
9314,School Operations Coordinator - 6th of October,['Administration'],['Education']
5503,Full Stack Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
5652,HR Generalist,['Human Resources'],['Information Technology Services']
1512,Professeur De Français,['Education/Teaching'],['Education']
63,Property Consultant - Broker,['Sales/Retail'],['Real Estate/Property Management']
2926,Junior Trader - Alexandria,['Logistics/Supply Chain'],['Manufacturing']
2453,Back-End Web Application Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
8538,Textile Engineer,['Engineering - Other'],"['Textile and Clothing', 'Manufacturing']"
8904,Senior Software Developer - Front-End,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Software']"
6119,School Principal For Elementary Stage,"['Education/Teaching', 'Operations/Management']",['Education']
2252,Marketing & Public Relations Manager,['Marketing/PR/Advertising'],"['Healthcare and Medical Services', 'Marketing and Advertising']"
4341,Head of Development & Delivery (Leading Alexandria Branch),"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
6713,Junior Accountant,['Accounting/Finance'],"['Education', 'Higher Education']"
1662,Chemist,"['Quality', 'R&D/Science']","['Manufacturing', 'Chemicals']"
1355,Admin Assistant,['Administration'],"['Computer Hardware', 'Information Technology Services']"
3541,SEO/SEM Specialist,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['Computer Software', 'Information Technology Services', 'Marketing and Advertising']"
2009,Sales Account Manager,"['Sales/Retail', 'Customer Service/Support']","['Computer Networking', 'Information Technology Services', 'Computer and Network Security']"
4824,Call Center Specialist,['Customer Service/Support'],"['Internet/E-commerce', 'Information Technology Services', 'Healthcare and Medical Services']"
1330,Web Logic & Glass Fish Administrator,"['Engineering - Telecom/Technology', 'Installation/Maintenance/Repair', 'IT/Software Development']",['Computer Software']
2328,PPC Expert - Remotely,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']",['Information Technology Services']
1002,Android Developer,['IT/Software Development'],"['Computer Software', 'Information Technology Services']"
1408,Information Security Senior Engineer,"['IT/Software Development', 'Installation/Maintenance/Repair', 'Engineering - Telecom/Technology']",['Information Technology Services']
6700,Outdoor Marketing Agent,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['Internet/E-commerce', 'Information Technology Services', 'Marketing and Advertising']"
1983,Marketing Intern WINTER 2020|Shape Ukraine -GE -RS,['Marketing/PR/Advertising'],"['Marketing and Advertising', 'Market Research', 'Capital Markets']"
8231,Performance & Culture Manager,"['Administration', 'Human Resources']","['Marketing and Advertising', 'Market Research']"
1082,Site Accountant,['Accounting/Finance'],['Real Estate/Property Management']
2168,Senior Property Consultant,['Sales/Retail'],['Real Estate/Property Management']
1039,Cost Accountant & Store Specialist,"['Accounting/Finance', 'Logistics/Supply Chain']",['Information Technology Services']
2627,Python Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
10684,Accountant,['Accounting/Finance'],['Marketing and Advertising']
1026,IT Administrator,"['Engineering - Telecom/Technology', 'Installation/Maintenance/Repair', 'IT/Software Development']",['Marketing and Advertising']
263,Associate Support Adviser,"['Customer Service/Support', 'IT/Software Development']","['Information Technology Services', 'Computer Software']"
10414,Sales Account Manager - Infrastructure,"['Sales/Retail', 'Customer Service/Support', 'IT/Software Development']",['Information Technology Services']
1247,React Native Mobile Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
6597,Associate Business Research,"['Operations/Management', 'Analyst/Research', 'Administration']",['Computer Software']
1670,Project Manager - Light Current,"['Engineering - Mechanical/Electrical', 'Installation/Maintenance/Repair']","['Engineering Services', 'Information Technology Services', 'Telecommunications']"
655,Sales Agent,"['Business Development', 'Sales/Retail', 'Customer Service/Support']","['Construction - Residential & Commercial/Office', 'Internet/E-commerce', 'Real Estate/Property Management']"
623,Telesales Representative,['Customer Service/Support'],"['Information Technology Services', 'Computer Software']"
9437,Senior Social Media Marketing Specialist,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['Internet/E-commerce', 'Marketing and Advertising', 'Information Technology Services']"
6131,Business Development Manager (Males Only),"['Sales/Retail', 'Operations/Management', 'Business Development']","['Management Consulting', 'Outsourcing/Offshoring', 'Information Technology Services']"
9443,Social Media & Analysis Intern,"['Analyst/Research', 'Marketing/PR/Advertising', 'Media/Journalism/Publishing']","['Information Technology Services', 'Business Services - Other', 'Marketing and Advertising']"
